0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24
557381.2635210489,170902.7004320397,83863.91453214572,337394.73378004855,82801.10923330348,84469.00587731355,103146.71183731171,118635.60966217627,88521.43187123223,82694.01705105694,86691.08288669665,82720.6870937277,84247.40848784373,122333.86334685718,144942.4606996696,89687.76038174792,135218.04262597347,329527.0295627964,82783.09702656479,330347.3691966997,88606.10392713032,197524.43697012204,225487.54369644204,114500.23272005671,85091.98650990672
366397.225428108,384878.66811247583,317673.7545072363,128639.42238360483,338199.265695828,310929.2760703517,127922.45408946674,133581.27923074437,348927.2278524919,349693.4590913325,99098.17478127895,88954.45268994132,120729.58306093517,346689.739231419,347224.15497521684,88324.78362610693,85601.09390577744,88086.25070870394,119456.14234463089,86902.81183405616,83703.14808263889,112922.23535842175,337777.1152866866,336021.9392381195,82954.92389755591
323311.7220609105,130918.0125362295,319899.285263309,144471.14630508094,90943.8688783589,346836.9983383445,107546.44317336389,84620.97838064411,85036.51319534946,126983.06400515357,84276.32738025529,84312.56374264424,236663.1837960173,85255.65684924627,84798.20341506436,113681.60728640326,86134.51761387731,93226.81548334863,85162.00240483863,92860.30487826829,86632.49076220719,84774.34696353116,86316.99966200368,130450.45988732451,85217.81698520569
420906.08650949976,386285.4103625283,318120.2892758339,161594.0099576625,210431.3118908308,112886.02496193917,135751.09810324732,90683.02335761761,230129.83720621915,87387.58723042248,147504.29602756756,85597.00623765413,108895.30930863981,110065.73949061296,102949.32924054844,83203.43808453192,84144.51421613396,83267.38409212277,87663.0060390209,88889.52407136539,95779.86717565526,86647.55927116262,124910.79756270873,120252.18902539984,82977.5634228245
394699.05767283635,376846.3233019628,111242.02458166637,94688.31896501212,199045.75968464167,86614.55780070664,87189.95212634455,84822.71377518414,343955.4748316443,117780.88596228724,84446.87545066638,125065.0128706139,342392.6909025525,340865.6458780444,84088.51257922474,84050.92878128128,198361.0941205581,84501.77554280263,84625.09729614676,132903.1962448707,213831.35437154776,86242.25686491665,85572.40269330182,83429.86161790101,330312.2271431496
351103.5711994964,152200.72277698206,102958.36256924768,378336.55346679565,349236.22462070663,358657.5122657442,356358.33163841156,95778.131581364,206508.94844370845,354210.20857532846,353796.4648229016,141266.67349068,352101.85661674116,223322.28178409382,349051.85874186957,234055.1873924323,347060.8613649858,89596.71991738887,143911.54761339983,92861.23075064045,343543.96299204725,207894.40167235595,126957.23088888949,96663.23383320302,87166.87094237434
430428.719587866,173014.46136406332,96663.15351893852,87241.74250824237,83651.03226597646,107972.0358647768,91289.14667823007,314404.8233083099,118570.8865446042,118227.43399950108,283245.51364490244,92017.19869182669,187235.68914329447,91641.35371590994,83707.85849872442,90669.09063893804,83548.69019238546,83735.6358991475,180466.36163219417,337298.9021591322,179672.13763345353,83662.68217248868,337730.7604065564,84632.53658314148,338322.90090413205
476670.6073523987,127182.90159808431,321384.24887351226,101040.89521086619,337392.4501403205,345250.5160517286,137451.39881651118,236977.34805262016,342461.3320810648,343076.35496188793,291449.88358314463,311984.67421241116,83832.13761077078,125302.93195078812,344039.5774800412,343283.802964981,342568.0559921216,342040.1405915143,341447.4778894244,132082.1460347043,89409.40389122927,83547.30442716552,173826.92097629886,121151.39482318745,104753.89964269046
362481.9468761728,133842.81804388206,109842.9519111616,158574.24764845805,93672.13997461405,350421.5302867966,281500.85154134483,123532.37056531389,84820.37094027514,201191.69720017602,93968.55009059286,204910.67412639593,84844.58559546826,255245.44518434463,91301.05593162727,106475.30230392405,126579.85705707884,121364.65724285868,85916.89259108834,104253.8402313389,85675.51965046203,200661.12040634785,246770.6732747624,196470.33220617654,103203.78267137399
432487.60241447634,133156.38268653527,318983.8271920426,363051.90984111023,109782.81805073097,349464.74196645257,140457.40261760334,216142.73046409074,86759.61709775608,94199.43621216607,86164.94960045705,105157.85804044237,175105.05591661346,115325.41816514156,146096.20270328544,85293.7559087999,143330.44576219504,195556.9797212571,99852.98087488831,262026.91039278696,227775.8261548131,85299.12235311358,85141.20292166533,269468.222708856,195081.15054889934
