0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24
3480.3980413525333,29.90875025145055,38.22532407062556,26.301207254328755,37.149116957363006,35.942320392016896,32.013723763264686,31.629725179353205,17.936160600867183,20.48430951769358,19.59798208661895,21.620125188269114,22.063487352075175,17.327391138800913,21.594251525036295,22.79789723653539,20.053347213184637,22.52519911864737,21.093030637069578,20.12145024835176,21.01472189712827,18.262519463336368,14.025236291325514,14.225387502385942,14.429910786781786
3470.0127765047614,17.410992920181187,32.68971534887868,20.10636944136744,21.700853506555696,21.35288297612778,20.056818697464024,20.817495620739365,17.721743095030565,16.046026487999356,16.457692071001127,17.655579587515973,16.912142931231145,18.37681650876604,18.362747620582766,16.600290875708044,14.146786282379727,14.476222964938286,14.830226915875075,13.450101507987732,13.365864023230912,11.845198969157849,10.950801547266202,11.742468844179573,13.679518405535404
3365.8886437558317,27.86975056626054,38.05845862215927,18.94337166531853,17.93906325344634,19.569462298848762,18.86599774918776,18.051828005222795,28.586554047153367,24.209787463838328,27.14519436343176,30.88444866273268,27.625475500564537,31.912058446470635,30.30622834187627,14.849779336661324,16.383774394979696,16.402632942692275,14.795830040226772,14.812923978152993,14.617620079738511,15.963992237606297,22.180563207955565,19.432005423555434,21.70390496219376
3464.9449350634914,18.168656473637363,39.38353950192682,28.505827157004,26.32944667065952,20.760946431406694,19.851262262345365,20.68883800124685,16.80960382867753,21.334805720942324,18.08371452269597,17.046179639136668,18.546943370489128,17.98170605105634,15.365787864321877,17.234260060687397,17.38278609646238,16.79050015045346,15.762003212315049,16.36234122767371,15.326265287620954,18.651908145442217,16.56797117009272,13.148105527476988,15.098510255259251
3487.3090524058853,15.691956276174626,35.02783276706579,23.531364990381753,19.342565349003543,17.390781380697693,19.61532112647389,17.285374939634536,19.71029132443013,17.93942811409992,16.02197503069468,17.96731192140746,15.132863533182526,16.569331980070505,15.084407698146526,15.376995366282618,14.432739055552268,13.32489790530001,14.731844220751114,15.143355931801407,13.6573861853875,14.91806117174978,13.807988597972612,10.14277350706643,15.67738023591754
3417.893120253354,17.50595287264755,36.471336433975964,21.491198415498836,26.70122202663904,18.60367479031581,20.032793422959344,16.471049837704758,17.331729070657495,16.671371381278405,16.872907603890358,16.705847175781415,14.914809379262401,13.947840581338365,14.285330007628087,12.434945231925731,15.36010251249993,13.932293991941643,14.009819288120681,12.855430057821868,14.479599146839519,14.777978558058079,16.94736761404469,10.809353313712025,12.483163660738198
3417.5235756865077,31.43569042007512,36.09619390883387,19.972963573380444,17.714948463266875,20.383916772491908,19.842951984068876,19.685966363018604,27.724127267723127,23.689960976537744,16.35874461705576,21.5156569281789,24.648890726637717,24.19937432767187,27.575828709723687,14.34695718438646,13.333958796984163,15.301681317072237,16.1869057617308,14.68706357259001,15.13254443321848,16.12182264433808,12.174141526288542,11.94869793021408,9.562684328496205
3436.7677186406795,33.39002218766079,36.05934257375843,16.21007149604909,19.405489451311134,18.68468621014572,17.733638817813087,19.79194572751979,19.3831940543883,22.521478015959847,20.86204943394209,21.114272559735255,22.045975606317892,18.645073243012796,22.02383316885497,15.338010291602036,14.61822147755431,14.967680725303314,14.561331875714728,16.274281216575353,18.56295503889015,24.689635784307725,12.612946983078032,11.560572564459882,13.16567417864824
3443.9448071027427,60.2035778119813,32.99864125267195,34.58067323269362,31.59227859026674,30.943114660166138,30.233805362720233,30.925192881761802,18.648302707433963,17.234684796769763,18.967249777452317,16.114150335510725,15.406678787508248,15.33225113910552,14.658070575815342,14.620832988003794,14.454952670332968,13.48402447445136,13.93942351562887,15.086295766619402,21.59428373364998,25.395303953785945,9.866019824194296,9.746879420339553,11.917983500155042
3505.0234462472627,23.498898307941303,30.975975902500274,17.899674656896007,19.32691587533835,18.677899600750244,20.2142323892312,19.817872921860406,17.787899767095112,18.266838783473442,18.280651949243786,16.447042794263982,18.615574635307095,17.21693893512085,17.903736947963928,28.79942242323018,29.77904563869823,28.00255417957591,27.110213312448455,26.814273949461594,30.269244419274965,25.777710862063564,18.256282544539804,19.10514788355336,18.77598710468593
3446.3684880467385,28.89480211825887,29.10415835156466,20.25244743451622,16.50438357862572,19.987004040631653,18.856519221381227,22.192274496098072,15.695403254477334,15.070689632438098,16.44656407117152,15.202749250189887,12.487614388974498,15.636732217307541,12.86574056928951,16.089102570692383,17.799492463967944,15.136565725059612,13.954296312098107,13.515213947963788,13.873739371092471,14.235570084155198,28.397742861812123,24.41041982680152,27.883877592206623
3374.3368396832834,17.17540590277044,32.16219550292056,25.48755597651164,24.183097235624263,19.20493469439936,19.362475723788826,20.959233084809107,26.154050583609035,29.41522304993115,26.84953260306156,31.39034439710661,30.716008173576903,28.80075304991876,27.03615932068179,20.6158424117209,23.951373753011403,21.596410956419938,24.856613049092815,27.658473135274182,25.828034289426764,24.486628009122168,23.618938908470323,29.643738344127915,25.061258510482364
3423.4693456255386,19.44491075697902,27.532221984672233,16.921498842680137,23.662176943363775,24.955915860967185,21.326153862538977,21.975086934974794,28.163053707607194,29.78450409994969,29.376561324416738,27.055278657698377,29.951639089303146,21.503166182370805,17.13395495725478,16.893008468955905,15.55384616274771,16.3641873546083,16.854550988752116,15.27521368723357,20.720410739305795,27.927926761515508,18.549949936580386,14.743953340745284,18.199664890144362
3398.6192136060154,28.763052299172383,34.03663331117542,20.707851340896553,21.160167787285076,18.315869038901944,19.781499150020885,18.979455030548372,18.257953056093406,18.577206852120668,17.266158828995046,14.936114965501162,19.370689979823197,24.47513866733936,22.228205959521368,15.325996252203051,16.65018959228624,17.53421436105168,16.873811593609403,15.595732203635855,16.354469682214802,16.467902174307742,17.01417185144401,20.74363260659754,17.272298373483224
