z1,z2,rho,cdf
-2.5,-0.5,-0.29999899999999935,0.0004960019700295088
-2.5,-0.5,-0.28999899999999934,0.0005276381842070975
-2.5,-0.5,-0.27999899999999933,0.0005604163057402434
-2.5,-0.5,-0.2699989999999993,0.0005943369118881702
-2.5,-0.5,-0.2599989999999993,0.0006293994241174659
-2.5,-0.5,-0.2499989999999993,0.0006656021341471133
-2.5,-0.5,-0.2399989999999993,0.0007029422298382743
-2.5,-0.5,-0.2299989999999993,0.0007414158208015917
-2.5,-0.5,-0.21999899999999928,0.0007810179636102339
-2.5,-0.5,-0.20999899999999927,0.0008217426865209992
-2.5,-0.5,-0.19999899999999926,0.0008635830136185857
-2.5,-0.5,-0.18999899999999925,0.0009065309883097147
-2.5,-0.5,-0.17999899999999924,0.0009505776961043089
-2.5,-0.5,-0.16999899999999923,0.0009957132866303404
-2.5,-0.5,-0.15999899999999923,0.0010419269948375477
-2.5,-0.5,-0.14999899999999922,0.001089207161352823
-2.5,-0.5,-0.1399989999999992,0.0011375412519569765
-2.5,-0.5,-0.1299989999999992,0.0011869158761587512
-2.5,-0.5,-0.11999899999999919,0.001237316804847456
-2.5,-0.5,-0.10999899999999918,0.0012887289870105224
-2.5,-0.5,-0.09999899999999917,0.001341136565506695
-2.5,-0.5,-0.08999899999999916,0.0013945228918894959
-2.5,-0.5,-0.07999899999999915,0.0014488705402791082
-2.5,-0.5,-0.06999899999999915,0.001504161320283976
-2.5,-0.5,-0.059998999999999136,0.0015603762889762171
-2.5,-0.5,-0.04999899999999913,0.0016174957619274934
-2.5,-0.5,-0.03999899999999912,0.0016754993233142517
-2.5,-0.5,-0.02999899999999911,0.001734365835103333
-2.5,-0.5,-0.0199989999999991,0.0017940734453308729
-2.5,-0.5,-0.009998999999999092,0.0018545995954891543
-2.5,0.0,-0.999999,0.0
-2.5,0.0,-0.989999,4.589796559217624e-73
-2.5,0.0,-0.979999,1.0785029018652862e-38
-2.5,0.0,-0.969999,3.991935880208373e-27
-2.5,0.0,-0.9599989999999999,2.7455721424608694e-21
-2.5,0.0,-0.9499989999999999,9.382910651102627e-18
-2.5,0.0,-0.9399989999999999,2.2315692849372826e-15
-2.5,0.0,-0.9299989999999999,1.1490938190195694e-13
-2.5,0.0,-0.9199989999999999,2.2637195937202925e-12
-2.5,0.0,-0.9099989999999999,2.343272624549808e-11
-2.5,0.0,-0.8999989999999999,1.54273531883381e-10
-2.5,0.0,-0.8899989999999999,7.297589013112449e-10
-2.5,0.0,-0.8799989999999999,2.690890754577374e-09
-2.5,0.0,-0.8699989999999999,8.185242559698852e-09
-2.5,0.0,-0.8599989999999998,2.138968516283285e-08
-2.5,0.0,-0.8499989999999998,4.947370505631321e-08
-2.5,0.0,-0.8399989999999998,1.0358364559885994e-07
-2.5,0.0,-0.8299989999999998,1.9972514934182145e-07
-2.5,0.0,-0.8199989999999998,3.5944540872825254e-07
-2.5,0.0,-0.8099989999999998,6.102547815056356e-07
-2.5,0.0,-0.7999989999999998,9.85766522922614e-07
-2.5,0.0,-0.7899989999999998,1.5255659904095387e-06
-2.5,0.0,-0.7799989999999998,2.2748434019555057e-06
-2.5,0.0,-0.7699989999999998,3.283837014143951e-06
-2.5,0.0,-0.7599989999999998,4.607138106249749e-06
-2.5,0.0,-0.7499989999999997,6.3029076970266135e-06
-2.5,0.0,-0.7399989999999997,8.432049691724751e-06
-2.5,0.0,-0.7299989999999997,1.1057377972353583e-05
-2.5,0.0,-0.7199989999999997,1.4242807133488765e-05
-2.5,0.0,-0.7099989999999997,1.805258900564998e-05
-2.5,0.0,-0.6999989999999997,2.2550610312641658e-05
-2.5,0.0,-0.6899989999999997,2.77997610243488e-05
-2.5,0.0,-0.6799989999999997,3.386137825846973e-05
-2.5,0.0,-0.6699989999999997,4.079476690771683e-05
-2.5,0.0,-0.6599989999999997,4.8656795415846256e-05
-2.5,0.0,-0.6499989999999997,5.750156316197425e-05
-2.5,0.0,-0.6399989999999997,6.738013459832654e-05
-2.5,0.0,-0.6299989999999996,7.834033448991893e-05
-2.5,0.0,-0.6199989999999996,9.042659820814947e-05
-2.5,0.0,-0.6099989999999996,0.00010367987093383999
-2.5,0.0,-0.5999989999999996,0.00011813754974574018
-2.5,0.0,-0.5899989999999996,0.00013383346284142
-2.5,0.0,-0.5799989999999996,0.00015079788050635645
-2.5,0.0,-0.5699989999999996,0.00016905755287351543
-2.5,0.0,-0.5599989999999996,0.0001886357699698647
-2.5,0.0,-0.5499989999999996,0.00020955244000582475
-2.5,0.0,-0.5399989999999996,0.00023182418231315356
-2.5,0.0,-0.5299989999999996,0.0002554644317656709
-2.5,0.0,-0.5199989999999995,0.00028048355191871927
-2.5,0.0,-0.5099989999999995,0.00030688895447363593
-2.5,0.0,-0.4999989999999995,0.0003346852230109382
-2.5,0.0,-0.4899989999999995,0.0003638742392403217
-2.5,0.0,-0.4799989999999995,0.00039445531028768676
-2.5,0.0,-0.4699989999999995,0.00042642529578087096
-2.5,0.0,-0.4599989999999995,0.0004597787337086035
-2.5,0.0,-0.4499989999999995,0.0004945079642134963
-2.5,0.0,-0.4399989999999995,0.0005306032506422038
-2.5,0.0,-0.42999899999999946,0.000568052897316298
-2.5,0.0,-0.41999899999999946,0.0006068433636084469
-2.5,0.0,-0.40999899999999945,0.0006469593740119923
-2.5,0.0,-0.39999899999999944,0.0006883840239802932
-2.5,0.0,-0.38999899999999943,0.0007310988813868675
-2.5,0.0,-0.3799989999999994,0.0007750840835201479
-2.5,0.0,-0.3699989999999994,0.00082031842957918
-2.5,0.0,-0.3599989999999994,0.0008667794686800529
-2.5,0.0,-0.3499989999999994,0.0009144435834185856
-2.5,0.0,-0.3399989999999994,0.0009632860690637788
-2.5,0.0,-0.3299989999999994,0.0010132812084798623
-2.5,0.0,-0.31999899999999937,0.0010644023428930905
-2.5,0.0,-0.30999899999999936,0.0011166219386336456
-2.5,0.0,-0.29999899999999935,0.0011699116499937405
-2.5,0.0,-0.28999899999999934,0.001224242378349993
-2.5,0.0,-0.27999899999999933,0.0012795843277055112
-2.5,0.0,-0.2699989999999993,0.0013359070568063017
-2.5,0.0,-0.2599989999999993,0.0013931795279921804
-2.5,0.0,-0.2499989999999993,0.001451370152939617
-2.5,0.0,-0.2399989999999993,0.0015104468354537315
-2.5,0.0,-0.2299989999999993,0.0015703770114644622
-2.5,0.0,-0.21999899999999928,0.0016311276863790558
-2.5,0.0,-0.20999899999999927,0.0016926654699397352
-2.5,0.0,-0.19999899999999926,0.0017549566087316042
-2.5,0.0,-0.18999899999999925,0.0018179670164818016
-2.5,0.0,-0.17999899999999924,0.0018816623022866838
-2.5,0.0,-0.16999899999999923,0.0019460077968994746
-2.5,0.0,-0.15999899999999923,0.0020109685772064304
-2.5,0.0,-0.14999899999999922,0.002076509489015237
-2.5,0.0,-0.1399989999999992,0.0021425951682750802
-2.5,0.0,-0.1299989999999992,0.002209190060843666
-2.5,0.0,-0.11999899999999919,0.0022762584409124764
-2.5,0.0,-0.10999899999999918,0.0023437644281977094
-2.5,0.0,-0.09999899999999917,0.002411672004000723
-2.5,0.0,-0.08999899999999916,0.0024799450262384002
-2.5,0.0,-0.07999899999999915,0.0025485472435406572
-2.5,0.0,-0.06999899999999915,0.0026174423085093866
-2.5,0.0,-0.059998999999999136,0.002686593790230439
-2.5,0.0,-0.04999899999999913,0.0027559651861278024
-2.5,0.0,-0.03999899999999912,0.0028255199332469887
-2.5,0.0,-0.02999899999999911,0.0028952214190527126
-2.5,0.0,-0.0199989999999991,0.0029650329918243204
-2.5,0.0,-0.009998999999999092,0.0030349179707310665
-2.5,0.5,-0.999999,0.0
-2.5,0.5,-0.989999,1.3487303693065345e-48
-2.5,0.5,-0.979999,1.9291300892043788e-26
-2.5,0.5,-0.969999,6.022508185875265e-19
-2.5,0.5,-0.9599989999999999,3.792448866835731e-15
-2.5,0.5,-0.9499989999999999,7.738392583245265e-13
-2.5,0.5,-0.9399989999999999,2.8064830031262956e-11
-2.5,0.5,-0.9299989999999999,3.7659229249935316e-10
-2.5,0.5,-0.9199989999999999,2.7026050069753338e-09
-2.5,0.5,-0.9099989999999999,1.2741630128591808e-08
-2.5,0.5,-0.8999989999999999,4.4674179229195476e-08
-2.5,0.5,-0.8899989999999999,1.2610003950752624e-07
-2.5,0.5,-0.8799989999999999,3.0218205080128485e-07
-2.5,0.5,-0.8699989999999999,6.379139200563336e-07
-2.5,0.5,-0.8599989999999998,1.2181752099549303e-06
-2.5,0.5,-0.8499989999999998,2.1458261404202345e-06
-2.5,0.5,-0.8399989999999998,3.538405982024019e-06
-2.5,0.5,-0.8299989999999998,5.524064724209306e-06
-2.5,0.5,-0.8199989999999998,8.237275476618428e-06
-2.5,0.5,-0.8099989999999998,1.1814732471654259e-05
-2.5,0.5,-0.7999989999999998,1.63916927999894e-05
-2.5,0.5,-0.7899989999999998,2.2098896629266403e-05
-2.5,0.5,-0.7799989999999998,2.9060109184723786e-05
-2.5,0.5,-0.7699989999999998,3.739026668171143e-05
-2.5,0.5,-0.7599989999999998,4.719417201904091e-05
-2.5,0.5,-0.7499989999999997,5.856566785326575e-05
-2.5,0.5,-0.7399989999999997,7.158720886139315e-05
-2.5,0.5,-0.7299989999999997,8.632975697059949e-05
-2.5,0.5,-0.7199989999999997,0.00010285292973618177
-2.5,0.5,-0.7099989999999997,0.00012120534058745417
-2.5,0.5,-0.6999989999999997,0.00014142507884825316
-2.5,0.5,-0.6899989999999997,0.0001635402863763005
-2.5,0.5,-0.6799989999999997,0.000187569795857879
-2.5,0.5,-0.6699989999999997,0.00021352380301117163
-2.5,0.5,-0.6599989999999997,0.0002414045511285809
-2.5,0.5,-0.6499989999999997,0.0002712070115590305
-2.5,0.5,-0.6399989999999997,0.0003029195479812702
-2.5,0.5,-0.6299989999999996,0.0003365245557580875
-2.5,0.5,-0.6199989999999996,0.00037199907040380564
-2.5,0.5,-0.6099989999999996,0.00040931534135451014
-2.5,0.5,-0.5999989999999996,0.0004484413689025877
-2.5,0.5,-0.5899989999999996,0.0004893414034333279
-2.5,0.5,-0.5799989999999996,0.0005319764070575933
-2.5,0.5,-0.5699989999999996,0.0005763044784352009
-2.5,0.5,-0.5599989999999996,0.0006222812420819722
-2.5,0.5,-0.5499989999999996,0.0006698602037932639
-2.5,0.5,-0.5399989999999996,0.0007189930740336904
-2.5,0.5,-0.5299989999999996,0.0007696300612656691
-2.5,0.5,-0.5199989999999995,0.00082172013724098
-2.5,0.5,-0.5099989999999995,0.0008752112762783096
-2.5,0.5,-0.4999989999999995,0.0009300506705099613
-2.5,0.5,-0.4899989999999995,0.0009861849230138396
-2.5,0.5,-0.4799989999999995,0.0010435602206611831
-2.5,0.5,-0.4699989999999995,0.0011021224884132158
-2.5,0.5,-0.4599989999999995,0.001161817526695671
-2.5,0.5,-0.4499989999999995,0.001222591133373327
-2.5,0.5,-0.4399989999999995,0.0012843892117397498
-2.5,0.5,-0.42999899999999946,0.0013471578658325943
-2.5,0.5,-0.41999899999999946,0.0014108434842835874
-2.5,0.5,-0.40999899999999945,0.0014753928138155309
-2.5,0.5,-0.39999899999999944,0.001540753023407088
-2.5,0.5,-0.38999899999999943,0.0016068717600600901
-2.5,0.5,-0.3799989999999994,0.0016736971970236045
-2.5,0.5,-0.3699989999999994,0.0017411780752543704
-2.5,0.5,-0.3599989999999994,0.0018092637388239627
-2.5,0.5,-0.3499989999999994,0.0018779041649192234
-2.5,0.5,-0.3399989999999994,0.0019470499890238513
-2.5,0.5,-0.3299989999999994,0.0020166525258151448
-2.5,0.5,-0.31999899999999937,0.002086663786260664
-2.5,0.5,-0.30999899999999936,0.0021570364913545367
-2.5,0.5,-0.29999899999999935,0.002227724082892078
-2.5,0.5,-0.28999899999999934,0.002298680731644075
-2.5,0.5,-0.27999899999999933,0.0023698613432579416
-2.5,0.5,-0.2699989999999993,0.0024412215621823336
-2.5,0.5,-0.2599989999999993,0.0025127177738835495
-2.5,0.5,-0.2499989999999993,0.0025843071055968165
-2.5,0.5,-0.2399989999999993,0.0026559474258325126
-2.5,0.5,-0.2299989999999993,0.0027275973428366232
-2.5,0.5,-0.21999899999999928,0.002799216202185894
-2.5,0.5,-0.20999899999999927,0.0028707640836811796
-2.5,0.5,-0.19999899999999926,0.002942201797687188
-2.5,0.5,-0.18999899999999925,0.0030134908810529517
-2.5,0.5,-0.17999899999999924,0.0030845935927349567
-2.5,0.5,-0.16999899999999923,0.003155472909233626
-2.5,0.5,-0.15999899999999923,0.0032260925199437307
-2.5,0.5,-0.14999899999999922,0.00329641682251028
-2.5,0.5,-0.1399989999999992,0.0033664109182732866
-2.5,0.5,-0.1299989999999992,0.0034360406078774073
-2.5,0.5,-0.11999899999999919,0.003505272387116002
-2.5,0.5,-0.10999899999999918,0.00357407344307317
-2.5,0.5,-0.09999899999999917,0.00364241165062209
-2.5,0.5,-0.08999899999999916,0.0037102555693332463
-2.5,0.5,-0.07999899999999915,0.0037775744408418722
-2.5,0.5,-0.06999899999999915,0.0038443381867201507
-2.5,0.5,-0.059998999999999136,0.00391051740689631
-2.5,0.5,-0.04999899999999913,0.003976083378659656
-2.5,0.5,-0.03999899999999912,0.004041008056287864
-2.5,0.5,-0.02999899999999911,0.004105264071330359
-2.5,0.5,-0.0199989999999991,0.004168824733579288
-2.5,0.5,-0.009998999999999092,0.004231664032757636
-2.5,1.0,-0.999999,0.0
-2.5,1.0,-0.989999,1.5709250634363157e-29
-2.5,1.0,-0.979999,7.0399301021011e-17
-2.5,1.0,-0.969999,1.481257559960174e-12
-2.5,1.0,-0.9599989999999999,2.409510480160954e-10
-2.5,1.0,-0.9499989999999999,5.462417402549131e-09
-2.5,1.0,-0.9399989999999999,4.565763179772042e-08
-2.5,1.0,-0.9299989999999999,2.1428732262198222e-07
-2.5,1.0,-0.9199989999999999,6.981706333697782e-07
-2.5,1.0,-0.9099989999999999,1.7783663247431317e-06
-2.5,1.0,-0.8999989999999999,3.805383218486412e-06
-2.5,1.0,-0.8899989999999999,7.163466010312938e-06
-2.5,1.0,-0.8799989999999999,1.2236448170401502e-05
-2.5,1.0,-0.8699989999999999,1.93814457863763e-05
-2.5,1.0,-0.8599989999999998,2.8911814240741192e-05
-2.5,1.0,-0.8499989999999998,4.1088252713846266e-05
-2.5,1.0,-0.8399989999999998,5.6116068925458375e-05
-2.5,1.0,-0.8299989999999998,7.414662088690935e-05
-2.5,1.0,-0.8199989999999998,9.528130596916668e-05
-2.5,1.0,-0.8099989999999998,0.00011957689301204076
-2.5,1.0,-0.7999989999999998,0.0001470513718522812
-2.5,1.0,-0.7899989999999998,0.00017768979070979189
-2.5,1.0,-0.7799989999999998,0.00021144976645847292
-2.5,1.0,-0.7699989999999998,0.0002482665001796811
-2.5,1.0,-0.7599989999999998,0.00028805722705852344
-2.5,1.0,-0.7499989999999997,0.00033072509014740823
-2.5,1.0,-0.7399989999999997,0.00037616246315596777
-2.5,1.0,-0.7299989999999997,0.00042425376658851086
-2.5,1.0,-0.7199989999999997,0.00047487783013439033
-2.5,1.0,-0.7099989999999997,0.0005279098562576802
-2.5,1.0,-0.6999989999999997,0.0005832230381248721
-2.5,1.0,-0.6899989999999997,0.0006406898811087188
-2.5,1.0,-0.6799989999999997,0.0007001832722300094
-2.5,1.0,-0.6699989999999997,0.0007615773367341087
-2.5,1.0,-0.6599989999999997,0.0008247481159509313
-2.5,1.0,-0.6499989999999997,0.000889574095878338
-2.5,1.0,-0.6399989999999997,0.000955936611666733
-2.5,1.0,-0.6299989999999996,0.0010237201494033565
-2.5,1.0,-0.6199989999999996,0.0010928125632919741
-2.5,1.0,-0.6099989999999996,0.001163105223468768
-2.5,1.0,-0.5999989999999996,0.001234493107246771
-2.5,1.0,-0.5899989999999996,0.0013068748444946413
-2.5,1.0,-0.5799989999999996,0.0013801527260857817
-2.5,1.0,-0.5699989999999996,0.0014542326828582376
-2.5,1.0,-0.5599989999999996,0.0015290242412658913
-2.5,1.0,-0.5499989999999996,0.0016044404608425264
-2.5,1.0,-0.5399989999999996,0.0016803978577120968
-2.5,1.0,-0.5299989999999996,0.0017568163176347848
-2.5,1.0,-0.5199989999999995,0.0018336190014564841
-2.5,1.0,-0.5099989999999995,0.0019107322453100197
-2.5,1.0,-0.4999989999999995,0.001988085457483256
-2.5,1.0,-0.4899989999999995,0.002065611013508453
-2.5,1.0,-0.4799989999999995,0.0021432441507270384
-2.5,1.0,-0.4699989999999995,0.002220922863334547
-2.5,1.0,-0.4599989999999995,0.0022985877987036435
-2.5,1.0,-0.4499989999999995,0.002376182155611652
-2.5,1.0,-0.4399989999999995,0.002453651584857529
-2.5,1.0,-0.42999899999999946,0.002530944092636213
-2.5,1.0,-0.41999899999999946,0.0026080099469423276
-2.5,1.0,-0.40999899999999945,0.0026848015871962926
-2.5,1.0,-0.39999899999999944,0.0027612735372215514
-2.5,1.0,-0.38999899999999943,0.002837382321649263
-2.5,1.0,-0.3799989999999994,0.002913086385784408
-2.5,1.0,-0.3699989999999994,0.0029883460189332393
-2.5,1.0,-0.3599989999999994,0.0030631232811648753
-2.5,1.0,-0.3499989999999994,0.0031373819334584154
-2.5,1.0,-0.3399989999999994,0.0032110873711703363
-2.5,1.0,-0.3299989999999994,0.0032842065607441694
-2.5,1.0,-0.31999899999999937,0.0033567079795749633
-2.5,1.0,-0.30999899999999936,0.0034285615589341907
-2.5,1.0,-0.29999899999999935,0.003499738629856058
-2.5,1.0,-0.28999899999999934,0.0035702118718833322
-2.5,1.0,-0.27999899999999933,0.003639955264569051
-2.5,1.0,-0.2699989999999993,0.0037089440416306204
-2.5,1.0,-0.2599989999999993,0.003777154647652832
-2.5,1.0,-0.2499989999999993,0.003844564697237987
-2.5,1.0,-0.2399989999999993,0.003911152936502978
-2.5,1.0,-0.2299989999999993,0.003976899206825528
-2.5,1.0,-0.21999899999999928,0.00404178441074428
-2.5,1.0,-0.20999899999999927,0.004105790479920257
-2.5,1.0,-0.19999899999999926,0.004168900345070101
-2.5,1.0,-0.18999899999999925,0.004231097907784523
-2.5,1.0,-0.17999899999999924,0.004292368014148381
-2.5,1.0,-0.16999899999999923,0.004352696430081801
-2.5,1.0,-0.15999899999999923,0.004412069818324742
-2.5,1.0,-0.14999899999999922,0.004470475716990177
-2.5,1.0,-0.1399989999999992,0.004527902519613916
-2.5,1.0,-0.1299989999999992,0.004584339456631635
-2.5,1.0,-0.11999899999999919,0.00463977657821623
-2.5,1.0,-0.10999899999999918,0.004694204738410896
-2.5,1.0,-0.09999899999999917,0.004747615580495544
-2.5,1.0,-0.08999899999999916,0.004800001523526162
-2.5,1.0,-0.07999899999999915,0.004851355749988535
-2.5,1.0,-0.06999899999999915,0.004901672194509418
-2.5,1.0,-0.059998999999999136,0.004950945533569691
-2.5,1.0,-0.04999899999999913,0.004999171176165311
-2.5,1.0,-0.03999899999999912,0.00504634525536296
-2.5,1.0,-0.02999899999999911,0.005092464620698163
-2.5,1.0,-0.0199989999999991,0.005137526831364353
-2.5,1.0,-0.009998999999999092,0.005181530150141852
-2.5,1.5,-0.999999,0.0
-2.5,1.5,-0.989999,7.960950625268395e-16
-2.5,1.5,-0.979999,5.695448071123375e-10
-2.5,1.5,-0.969999,6.402592976417375e-08
-2.5,1.5,-0.9599989999999999,7.541434577976913e-07
-2.5,1.5,-0.9499989999999999,3.5156203506378655e-06
-2.5,1.5,-0.9399989999999999,1.01898366645521e-05
-2.5,1.5,-0.9299989999999999,2.2365051315639204e-05
-2.5,1.5,-0.9199989999999999,4.109338573097046e-05
-2.5,1.5,-0.9099989999999999,6.689328544375994e-05
-2.5,1.5,-0.8999989999999999,9.986363251333376e-05
-2.5,1.5,-0.8899989999999999,0.00013981237648233967
-2.5,1.5,-0.8799989999999999,0.00018636396033771922
-2.5,1.5,-0.8699989999999999,0.00023903870198575556
-2.5,1.5,-0.8599989999999998,0.0002973076187091049
-2.5,1.5,-0.8499989999999998,0.0003606285371384318
-2.5,1.5,-0.8399989999999998,0.00042846886388838053
-2.5,1.5,-0.8299989999999998,0.0005003192087827081
-2.5,1.5,-0.8199989999999998,0.0005757008994538597
-2.5,1.5,-0.8099989999999998,0.0006541695068481542
-2.5,1.5,-0.7999989999999998,0.0007353158266030979
-2.5,1.5,-0.7899989999999998,0.0008187652863994501
-2.5,1.5,-0.7799989999999998,0.0009041764226893874
-2.5,1.5,-0.7699989999999998,0.0009912388484633917
-2.5,1.5,-0.7599989999999998,0.0010796709845301254
-2.5,1.5,-0.7499989999999997,0.0011692177270574127
-2.5,1.5,-0.7399989999999997,0.001259648157855558
-2.5,1.5,-0.7299989999999997,0.0013507533601471253
-2.5,1.5,-0.7199989999999997,0.0014423443739543249
-2.5,1.5,-0.7099989999999997,0.0015342503067504358
-2.5,1.5,-0.6999989999999997,0.0016263166032995388
-2.5,1.5,-0.6899989999999997,0.001718403471385412
-2.5,1.5,-0.6799989999999997,0.0018103844558822876
-2.5,1.5,-0.6699989999999997,0.0019021451513232634
-2.5,1.5,-0.6599989999999997,0.001993582042088584
-2.5,1.5,-0.6499989999999997,0.0020846014591047787
-2.5,1.5,-0.6399989999999997,0.0021751186422089915
-2.5,1.5,-0.6299989999999996,0.002265056897886261
-2.5,1.5,-0.6199989999999996,0.0023543468427966265
-2.5,1.5,-0.6099989999999996,0.002442925724286455
-2.5,1.5,-0.5999989999999996,0.0025307368098688404
-2.5,1.5,-0.5899989999999996,0.0026177288384269097
-2.5,1.5,-0.5799989999999996,0.0027038555266217694
-2.5,1.5,-0.5699989999999996,0.0027890751246625206
-2.5,1.5,-0.5599989999999996,0.0028733500162152195
-2.5,1.5,-0.5499989999999996,0.0029566463577897642
-2.5,1.5,-0.5399989999999996,0.003038933753450548
-2.5,1.5,-0.5299989999999996,0.0031201849611511875
-2.5,1.5,-0.5199989999999995,0.003200375627399749
-2.5,1.5,-0.5099989999999995,0.003279484047322705
-2.5,1.5,-0.4999989999999995,0.0033574909475176076
-2.5,1.5,-0.4899989999999995,0.0034343792893701225
-2.5,1.5,-0.4799989999999995,0.0035101340907645845
-2.5,1.5,-0.4699989999999995,0.0035847422643419005
-2.5,1.5,-0.4599989999999995,0.0036581924706579204
-2.5,1.5,-0.4499989999999995,0.0037304749847718796
-2.5,1.5,-0.4399989999999995,0.003801581574951194
-2.5,1.5,-0.42999899999999946,0.0038715053923176306
-2.5,1.5,-0.41999899999999946,0.00394024087038315
-2.5,1.5,-0.40999899999999945,0.0040077836335330325
-2.5,1.5,-0.39999899999999944,0.004074130413611068
-2.5,1.5,-0.38999899999999943,0.004139278973847977
-2.5,1.5,-0.3799989999999994,0.004203228039450993
-2.5,1.5,-0.3699989999999994,0.0042659772342409676
-2.5,1.5,-0.3599989999999994,0.004327527022784308
-2.5,1.5,-0.3499989999999994,0.004387878657521325
-2.5,1.5,-0.3399989999999994,0.004447034130441126
-2.5,1.5,-0.3299989999999994,0.004504996128896432
-2.5,1.5,-0.31999899999999937,0.004561767995190447
-2.5,1.5,-0.30999899999999936,0.004617353689602483
-2.5,1.5,-0.29999899999999935,0.004671757756550078
-2.5,1.5,-0.28999899999999934,0.00472498529361314
-2.5,1.5,-0.27999899999999933,0.004777041923170346
-2.5,1.5,-0.2699989999999993,0.004827933766420736
-2.5,1.5,-0.2599989999999993,0.004877667419583068
-2.5,1.5,-0.2499989999999993,0.004926249932083795
-2.5,1.5,-0.2399989999999993,0.004973688786560576
-2.5,1.5,-0.2299989999999993,0.005019991880522831
-2.5,1.5,-0.21999899999999928,0.005065167509523909
-2.5,1.5,-0.20999899999999927,0.0051092243517112034
-2.5,1.5,-0.19999899999999926,0.005152171453631197
-2.5,1.5,-0.18999899999999925,0.0051940182171758735
-2.5,1.5,-0.17999899999999924,0.00523477438756558
-2.5,1.5,-0.16999899999999923,0.005274450042271122
-2.5,1.5,-0.15999899999999923,0.005313055580784835
-2.5,1.5,-0.14999899999999922,0.005350601715156604
-2.5,1.5,-0.1399989999999992,0.005387099461216471
-2.5,1.5,-0.1299989999999992,0.00542256013041048
-2.5,1.5,-0.11999899999999919,0.005456995322180979
-2.5,1.5,-0.10999899999999918,0.005490416916826653
-2.5,1.5,-0.09999899999999917,0.005522837068781224
-2.5,1.5,-0.08999899999999916,0.005554268200253019
-2.5,1.5,-0.07999899999999915,0.005584722995170537
-2.5,1.5,-0.06999899999999915,0.005614214393381742
-2.5,1.5,-0.059998999999999136,0.005642755585057175
-2.5,1.5,-0.04999899999999913,0.005670360005249002
-2.5,1.5,-0.03999899999999912,0.005697041328560021
-2.5,1.5,-0.02999899999999911,0.005722813463878237
-2.5,1.5,-0.0199989999999991,0.005747690549134127
-2.5,1.5,-0.009998999999999092,0.005771686946038971
-2.5,2.0,-0.999999,0.0
-2.5,2.0,-0.989999,2.2587614656622594e-07
-2.5,2.0,-0.979999,1.2509649670996408e-05
-2.5,2.0,-0.969999,5.764621424811907e-05
-2.5,2.0,-0.9599989999999999,0.00013464448020241576
-2.5,2.0,-0.9499989999999999,0.0002347464161396127
-2.5,2.0,-0.9399989999999999,0.0003502000839571112
-2.5,2.0,-0.9299989999999999,0.00047541364414222805
-2.5,2.0,-0.9199989999999999,0.0006065331044165087
-2.5,2.0,-0.9099989999999999,0.0007409177158923417
-2.5,2.0,-0.8999989999999999,0.0008767478742386777
-2.5,2.0,-0.8899989999999999,0.0010127597588554067
-2.5,2.0,-0.8799989999999999,0.0011480695823879363
-2.5,2.0,-0.8699989999999999,0.0012820568748897207
-2.5,2.0,-0.8599989999999998,0.0014142860869680828
-2.5,2.0,-0.8499989999999998,0.0015444531750005977
-2.5,2.0,-0.8399989999999998,0.001672348665677603
-2.5,2.0,-0.8299989999999998,0.0017978317486896482
-2.5,2.0,-0.8199989999999998,0.0019208118612167781
-2.5,2.0,-0.8099989999999998,0.0020412354372397537
-2.5,2.0,-0.7999989999999998,0.0021590762675439577
-2.5,2.0,-0.7899989999999998,0.0022743284171066686
-2.5,2.0,-0.7799989999999998,0.002387000975858977
-2.5,2.0,-0.7699989999999998,0.0024971141384900414
-2.5,2.0,-0.7599989999999998,0.00260469625757047
-2.5,2.0,-0.7499989999999997,0.0027097816161525618
-2.5,2.0,-0.7399989999999997,0.0028124087367354255
-2.5,2.0,-0.7299989999999997,0.0029126190931722438
-2.5,2.0,-0.7199989999999997,0.0030104561273935518
-2.5,2.0,-0.7099989999999997,0.0031059644981553452
-2.5,2.0,-0.6999989999999997,0.0031991895073828873
-2.5,2.0,-0.6899989999999997,0.003290176663111048
-2.5,2.0,-0.6799989999999997,0.0033789713479278494
-2.5,2.0,-0.6699989999999997,0.0034656185691931316
-2.5,2.0,-0.6599989999999997,0.0035501627728206806
-2.5,2.0,-0.6499989999999997,0.0036326477065728373
-2.5,2.0,-0.6399989999999997,0.0037131163219749296
-2.5,2.0,-0.6299989999999996,0.003791610706368884
-2.5,2.0,-0.6199989999999996,0.0038681720384776755
-2.5,2.0,-0.6099989999999996,0.0039428405622824025
-2.5,2.0,-0.5999989999999996,0.004015655575123079
-2.5,2.0,-0.5899989999999996,0.004086655426798796
-2.5,2.0,-0.5799989999999996,0.004155877527119366
-2.5,2.0,-0.5699989999999996,0.004223358359891977
-2.5,2.0,-0.5599989999999996,0.004289133501745261
-2.5,2.0,-0.5499989999999996,0.004353237644524399
-2.5,2.0,-0.5399989999999996,0.004415704620253638
-2.5,2.0,-0.5299989999999996,0.004476567427871359
-2.5,2.0,-0.5199989999999995,0.004535858261109372
-2.5,2.0,-0.5099989999999995,0.004593608537020831
-2.5,2.0,-0.4999989999999995,0.004649848924767514
-2.5,2.0,-0.4899989999999995,0.004704609374362136
-2.5,2.0,-0.4799989999999995,0.004757919145129519
-2.5,2.0,-0.4699989999999995,0.004809806833705006
-2.5,2.0,-0.4599989999999995,0.004860300401432203
