lat,lon,depth,salinity
63.44291687011719,10.410289764404297,-0.5,-32768.0
63.44291687011719,10.410289764404297,0.5,-32768.0
63.44291687011719,10.410289764404297,1.5,-32768.0
63.44291687011719,10.410289764404297,2.5,-32768.0
63.44291687011719,10.410289764404297,3.5,-32768.0
63.44291687011719,10.410289764404297,4.5,-32768.0
63.44291687011719,10.410289764404297,5.5,-32768.0
63.44291687011719,10.410289764404297,6.5,-32768.0
63.44291687011719,10.410289764404297,7.5,-32768.0
63.44291687011719,10.410289764404297,8.5,-32768.0
63.44291687011719,10.410289764404297,9.5,-32768.0
63.44313430786133,10.410728454589844,-0.5,-32768.0
63.44313430786133,10.410728454589844,0.5,-32768.0
63.44313430786133,10.410728454589844,1.5,-32768.0
63.44313430786133,10.410728454589844,2.5,-32768.0
63.44313430786133,10.410728454589844,3.5,-32768.0
63.44313430786133,10.410728454589844,4.5,-32768.0
63.44313430786133,10.410728454589844,5.5,-32768.0
63.44313430786133,10.410728454589844,6.5,-32768.0
63.44313430786133,10.410728454589844,7.5,-32768.0
63.44313430786133,10.410728454589844,8.5,-32768.0
63.44313430786133,10.410728454589844,9.5,-32768.0
63.44335174560547,10.411170959472656,-0.5,-32768.0
63.44335174560547,10.411170959472656,0.5,-32768.0
63.44335174560547,10.411170959472656,1.5,-32768.0
63.44335174560547,10.411170959472656,2.5,-32768.0
63.44335174560547,10.411170959472656,3.5,-32768.0
63.44335174560547,10.411170959472656,4.5,-32768.0
63.44335174560547,10.411170959472656,5.5,-32768.0
63.44335174560547,10.411170959472656,6.5,-32768.0
63.44335174560547,10.411170959472656,7.5,-32768.0
63.44335174560547,10.411170959472656,8.5,-32768.0
63.44335174560547,10.411170959472656,9.5,-32768.0
63.44356536865234,10.411617279052734,-0.5,-32768.0
63.44356536865234,10.411617279052734,0.5,-32768.0
63.44356536865234,10.411617279052734,1.5,-32768.0
63.44356536865234,10.411617279052734,2.5,-32768.0
63.44356536865234,10.411617279052734,3.5,-32768.0
63.44356536865234,10.411617279052734,4.5,-32768.0
63.44356536865234,10.411617279052734,5.5,-32768.0
63.44356536865234,10.411617279052734,6.5,-32768.0
63.44356536865234,10.411617279052734,7.5,-32768.0
63.44356536865234,10.411617279052734,8.5,-32768.0
63.44356536865234,10.411617279052734,9.5,-32768.0
63.44377899169922,10.412052154541016,-0.5,-32768.0
63.44377899169922,10.412052154541016,0.5,-32768.0
63.44377899169922,10.412052154541016,1.5,-32768.0
63.44377899169922,10.412052154541016,2.5,-32768.0
63.44377899169922,10.412052154541016,3.5,-32768.0
63.44377899169922,10.412052154541016,4.5,-32768.0
63.44377899169922,10.412052154541016,5.5,-32768.0
63.44377899169922,10.412052154541016,6.5,-32768.0
63.44377899169922,10.412052154541016,7.5,-32768.0
63.44377899169922,10.412052154541016,8.5,-32768.0
63.44377899169922,10.412052154541016,9.5,-32768.0
63.44399642944336,10.412498474121094,-0.5,-32768.0
63.44399642944336,10.412498474121094,0.5,-32768.0
63.44399642944336,10.412498474121094,1.5,-32768.0
63.44399642944336,10.412498474121094,2.5,-32768.0
63.44399642944336,10.412498474121094,3.5,-32768.0
63.44399642944336,10.412498474121094,4.5,-32768.0
63.44399642944336,10.412498474121094,5.5,-32768.0
63.44399642944336,10.412498474121094,6.5,-32768.0
63.44399642944336,10.412498474121094,7.5,-32768.0
63.44399642944336,10.412498474121094,8.5,-32768.0
63.44399642944336,10.412498474121094,9.5,-32768.0
63.44421005249024,10.41293716430664,-0.5,-32768.0
63.44421005249024,10.41293716430664,0.5,-32768.0
63.44421005249024,10.41293716430664,1.5,-32768.0
63.44421005249024,10.41293716430664,2.5,-32768.0
63.44421005249024,10.41293716430664,3.5,-32768.0
63.44421005249024,10.41293716430664,4.5,-32768.0
63.44421005249024,10.41293716430664,5.5,-32768.0
63.44421005249024,10.41293716430664,6.5,-32768.0
63.44421005249024,10.41293716430664,7.5,-32768.0
63.44421005249024,10.41293716430664,8.5,-32768.0
63.44421005249024,10.41293716430664,9.5,-32768.0
63.444427490234375,10.413375854492188,-0.5,-32768.0
63.444427490234375,10.413375854492188,0.5,-32768.0
63.444427490234375,10.413375854492188,1.5,-32768.0
63.444427490234375,10.413375854492188,2.5,-32768.0
63.444427490234375,10.413375854492188,3.5,-32768.0
63.444427490234375,10.413375854492188,4.5,-32768.0
63.444427490234375,10.413375854492188,5.5,-32768.0
63.444427490234375,10.413375854492188,6.5,-32768.0
63.444427490234375,10.413375854492188,7.5,-32768.0
63.444427490234375,10.413375854492188,8.5,-32768.0
63.444427490234375,10.413375854492188,9.5,-32768.0
63.44464111328125,10.413818359375,-0.5,-32768.0
63.44464111328125,10.413818359375,0.5,-32768.0
63.44464111328125,10.413818359375,1.5,-32768.0
63.44464111328125,10.413818359375,2.5,-32768.0
63.44464111328125,10.413818359375,3.5,-32768.0
63.44464111328125,10.413818359375,4.5,-32768.0
63.44464111328125,10.413818359375,5.5,-32768.0
63.44464111328125,10.413818359375,6.5,-32768.0
63.44464111328125,10.413818359375,7.5,-32768.0
63.44464111328125,10.413818359375,8.5,-32768.0
63.44464111328125,10.413818359375,9.5,-32768.0
63.444862365722656,10.414257049560549,-0.5,-32768.0
63.444862365722656,10.414257049560549,0.5,-32768.0
63.444862365722656,10.414257049560549,1.5,-32768.0
63.444862365722656,10.414257049560549,2.5,-32768.0
63.444862365722656,10.414257049560549,3.5,-32768.0
63.444862365722656,10.414257049560549,4.5,-32768.0
63.444862365722656,10.414257049560549,5.5,-32768.0
63.444862365722656,10.414257049560549,6.5,-32768.0
63.444862365722656,10.414257049560549,7.5,-32768.0
63.444862365722656,10.414257049560549,8.5,-32768.0
63.444862365722656,10.414257049560549,9.5,-32768.0
63.445072174072266,10.414691925048828,-0.5,-32768.0
63.445072174072266,10.414691925048828,0.5,-32768.0
63.445072174072266,10.414691925048828,1.5,-32768.0
63.445072174072266,10.414691925048828,2.5,-32768.0
63.445072174072266,10.414691925048828,3.5,-32768.0
63.445072174072266,10.414691925048828,4.5,-32768.0
63.445072174072266,10.414691925048828,5.5,-32768.0
63.445072174072266,10.414691925048828,6.5,-32768.0
63.445072174072266,10.414691925048828,7.5,-32768.0
63.445072174072266,10.414691925048828,8.5,-32768.0
63.445072174072266,10.414691925048828,9.5,-32768.0
63.445289611816406,10.415138244628906,-0.5,-32768.0
63.445289611816406,10.415138244628906,0.5,-32768.0
63.445289611816406,10.415138244628906,1.5,-32768.0
63.445289611816406,10.415138244628906,2.5,-32768.0
63.445289611816406,10.415138244628906,3.5,-32768.0
63.445289611816406,10.415138244628906,4.5,-32768.0
63.445289611816406,10.415138244628906,5.5,-32768.0
63.445289611816406,10.415138244628906,6.5,-32768.0
63.445289611816406,10.415138244628906,7.5,-32768.0
63.445289611816406,10.415138244628906,8.5,-32768.0
63.445289611816406,10.415138244628906,9.5,-32768.0
63.44550704956055,10.41558074951172,-0.5,-32768.0
63.44550704956055,10.41558074951172,0.5,-32768.0
63.44550704956055,10.41558074951172,1.5,-32768.0
63.44550704956055,10.41558074951172,2.5,-32768.0
63.44550704956055,10.41558074951172,3.5,-32768.0
63.44550704956055,10.41558074951172,4.5,-32768.0
63.44550704956055,10.41558074951172,5.5,-32768.0
63.44550704956055,10.41558074951172,6.5,-32768.0
63.44550704956055,10.41558074951172,7.5,-32768.0
63.44550704956055,10.41558074951172,8.5,-32768.0
