0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34
767822.3964492606,752810.4693274985,743804.4813902271,724000.2172844228,706750.5411724305,674796.9537264339,610831.2596491365,574370.498941116,578840.3174587813,545062.3587801404,519729.9912321362,383265.78411616257,370310.5046812706,350254.0978941378,333411.48816932127,340025.2124901012,289372.1056566756,291456.40623684606,280915.73192467,269600.20873967226,252770.7500690709,247273.12593107866,228535.55187885833,210208.69696416575,235928.9193019202,238898.65678093402,214522.99608566947,214879.6820659816,207059.89232692868,192154.899813302,182648.69300988395,156419.7663687139,145771.81028028077,142146.074687369,142523.67413005338
767822.3964492606,753961.5316099318,743880.0076620008,720094.131659729,692414.2666038529,663732.9108225724,606359.0612360564,522389.39979819016,532802.7053262338,511355.4694227429,504281.5923710934,473639.7585022765,473988.5017721884,480882.18698194204,472433.05577287485,450333.11982277554,389072.0208904015,378332.20830771024,333341.1384043786,317361.10705073376,294809.3540017339,263583.7443515784,244122.07948671363,236061.96920800087,234363.4415590162,233142.20267069896,188143.19265826035,188224.15988523286,168710.0015214921,164174.05118039844,162953.17969468868,132297.63637427808,126702.76545656874,131621.20888130384,133779.81259182093
767822.3964492606,733197.7706193617,709654.8000274026,732597.0278905648,748030.5274689749,745981.1464163642,715000.3362925003,699693.996994196,678055.0173733992,660924.8119721161,648323.0254601787,639643.4075374367,635166.4476422451,622302.3661358636,617156.4633834664,610785.0075851397,563145.1195901068,553163.0691053428,546209.2447838641,536761.6074650818,472410.2097806361,362937.5556118168,335845.95954910887,302374.91229404986,311342.265120618,302103.3387569099,301982.99128143385,280056.9318897217,273549.3411850763,263990.12195033627,268724.7581502723,207937.3849826265,201653.35141796633,215429.66613515405,187983.2165424324
767822.3964492606,755233.0559675904,740668.2934118847,724034.8970794703,731400.2907186636,709565.9112183278,633210.9792472896,648393.1225923091,656005.0810273138,640720.4330943453,621841.7399152359,610553.3395300095,604514.2675476938,593129.8809552356,566232.8781117587,542469.0075641879,489615.34692162345,451493.84974727634,418683.7419346854,425921.6169493785,411342.9665584197,361090.2860358599,354238.8816125112,342983.2240453477,328500.28914611635,306919.1844336786,312196.96339836175,295294.8894890826,280080.0549164047,272457.4156097017,270119.21363665763,245738.46201399388,246357.75456689412,246705.95152988448,244717.2555399195
767822.3964492606,764112.3260234899,757943.6239615924,746412.7341615473,730169.2435719742,690792.5602354229,626449.7759391842,571700.931729651,598122.842450028,543780.8738310628,493499.08093974803,476451.4141472152,501278.1025593992,502390.3545029212,491084.94197057234,476676.9013890839,440377.6262736733,422643.92393330915,427957.92312129977,435022.2882042577,418526.25144159485,359541.5110313842,349184.7142304229,326800.9379596878,316375.7917298425,321751.6507892039,283983.50337753876,278447.6026296121,262874.9928498003,259884.26438528512,257593.79305721572,229622.4908242691,206592.1926213642,211672.66842395253,195674.67946977355
767822.3964492606,764185.104847952,767260.7407836783,759204.8721701746,757496.7102841291,751041.5081954629,681730.1544228314,620064.0068288859,648810.0389073512,639401.935852642,600115.7119872373,469812.1840885108,440915.31837392546,444301.5722501697,429210.687596998,428347.56846111454,385803.14391824463,385680.7647288606,390243.9941531478,377244.9330792693,361030.3387196616,345271.6078841258,351324.5270331327,325900.2348729226,317208.26559213205,286551.97009876446,273037.4084997577,265691.94855840027,262448.69018099224,263185.44323554647,258910.66126050072,224651.11737014833,210771.58278698282,214622.45434175775,200904.8460214769
767822.3964492606,768992.6192405367,762797.134228158,752788.1349957391,728340.3193974879,690170.0024455101,636434.7734578437,596454.9587733166,587140.911515495,568918.4058789962,563297.7752072667,560120.186351485,525495.2545485124,498388.15328656166,487569.3301491265,478530.4545005857,435793.2495549548,445332.66338703607,459517.8293859532,468515.4638265422,460275.5163839123,403834.37297549465,396672.30739982665,388708.1021064386,356097.0326313127,335844.93947743584,281795.4975914702,251980.20213282137,250204.2557874874,244105.9723745434,244361.0405158017,212856.86180840776,195136.7100689704,195241.1800886057,179093.12474646256
767822.3964492606,709978.4797805038,740153.5710150417,707358.2750017449,665487.4347953575,622203.6675023302,570406.6367674213,517717.9020817946,552598.9269659224,522565.5542266704,503341.17676465417,443644.79623612587,414559.8764556252,410556.7109099847,396660.46558082773,378157.99274511245,357847.8538064356,318799.1636590204,316644.95963230805,327244.89568866824,331040.86532539723,263037.5792960729,283679.7625968067,265543.50160346134,248901.43220929938,237137.83073815823,187686.7253430557,204873.0240737361,177853.57439706876,186395.65217838442,176219.532116383,154524.7218952756,159083.33391206543,168882.3662240939,168035.71883166733
767822.3964492606,765656.3678808149,753314.6340665424,731173.581732279,725774.2843862128,720498.7920778231,677375.7974685592,650948.5577706473,645609.5427397541,634058.5281798145,627853.7049920337,618646.2422065407,601732.951290307,586168.2470212617,549480.1437096292,486209.3883679114,444015.447642103,431839.9654960366,394756.22124722035,396157.4611166409,387461.6714026679,349047.7000622964,334616.95267418196,343032.0177112047,332910.0849155964,315361.25448706286,267446.6004190919,269886.1812341777,265262.90728883154,258649.01684872046,236455.4092499895,230362.18506913743,225710.0111608837,230988.1698532903,228927.11114786568
767822.3964492606,739520.6140453267,714837.9320079671,654838.886387526,653332.670502313,659241.4670560383,604481.4989840861,543394.4474270593,509836.50249705405,479079.82080521865,501064.5409224684,465536.22127158346,453391.17836611473,438111.3438171637,453751.06065911264,455179.34833824326,468358.07731113734,452823.1239974121,440509.4412647838,429431.22849369637,414796.6753220672,368197.83784327324,367326.7055230545,363221.93037974386,339199.52196197346,342087.0972036268,292632.393084987,270275.6122217636,252681.05021555288,257566.16789836474,260540.15089395936,218780.16224302724,195712.38174444577,191943.15533864032,182429.4545971787
767822.3964492606,744649.3370467197,745672.7976424791,733917.0887051004,728324.8412615113,715866.0322658647,632111.995142381,523084.01367776457,512886.3062715203,478637.0445287256,435595.81150261266,368402.4879477717,320098.5403753098,313775.7950249661,299960.2402850312,302800.10146603815,288926.53841526376,301971.13357822003,308927.1502156667,297839.69585589867,300906.5845033909,264510.4080050523,272430.4847262534,280931.4331024109,266151.7407570513,259583.07562347522,228652.21705832376,207148.49112451889,190775.17424786062,188538.85698697332,186895.55362204066,161942.93877047047,147196.54291588115,146273.54235344767,138050.48065557118
767822.3964492606,749798.7219061301,761823.0026577088,757812.4079251824,752814.1505035621,727162.9435093723,617688.9174519235,606022.3556103467,596809.0667408822,579030.3870622958,539335.3606727662,504831.5073462807,451210.6163698512,452276.2131468374,465580.354787596,446548.6731352358,415857.9791437784,399473.41607169935,389051.37633276125,373502.7677381131,370532.40749851486,323150.1326256213,286771.52973506594,269017.8414110435,300311.3513254711,297588.11142425664,247285.94153876437,248577.1784344864,230199.82321175907,231042.81125027547,224512.2838804567,181324.95142256093,168794.88080438998,161979.84213159597,159718.6772639119
767822.3964492606,723512.6889275605,713417.0826217385,692179.7887907736,675958.5749591627,624660.0890096541,530906.6418618181,468644.78117795795,498217.713008624,495839.69062216027,503735.46103209927,437734.78215635306,461582.70129117323,472867.9662594868,454292.7459227914,426637.23288124974,346934.63179545215,342699.22566318576,353880.1589290297,366864.823899123,349726.5940656002,332679.06468006066,323601.35195742274,320349.0448804758,302346.6499929643,297283.88871878496,246222.5251093762,246768.76370914758,228483.69357738562,222989.51860617343,218125.56702156205,169326.00762105783,159747.2213824605,161262.30286843167,150252.72086470155
767822.3964492606,762365.1033133387,759877.4672014711,738408.0242661309,745215.3392576637,747928.614201273,686495.3134852329,640109.4400529632,615585.6810684509,574217.1668020829,563788.6766326759,517840.9887430704,546085.186394148,570305.7811334454,559427.317651311,541818.5053036792,457296.773055866,457936.0457249379,442267.82353807974,447854.11333089316,439704.2339114176,409435.08330648235,415447.97775138554,400701.2569264978,387985.37905279396,368614.0660868392,339063.6074502906,333992.32495538413,329634.2440847555,325164.2412945151,297809.29206158273,262870.2524738837,259282.24069535316,257390.2788722212,256063.82656101434
767822.3964492606,737742.6546228785,717818.9420247918,688729.3963884496,698638.330135806,707123.3705537452,680736.8407675284,672129.4715972022,687588.5666901674,669810.8299744534,650540.8102080821,575816.6561463976,564945.9949361724,559408.2218021917,530141.4001905435,510967.95641252486,468651.7733181587,489394.27557659656,486691.76782961923,463869.6228759846,452510.4104655854,421999.8217862108,415393.2619466904,408941.1761449851,405093.7420658115,390424.2735225956,363377.10550771,348842.3901216941,340597.28838901204,331900.94729390956,329943.31033191516,305079.3863437558,292547.6331442696,291096.9412589594,295952.6899407159
767822.3964492606,768932.0278933782,765688.3233414014,753354.9323284788,745270.8949251298,750188.3517340734,691853.1372698572,677612.2973156329,673896.2740875755,643001.5280704724,620840.5752728154,578880.0953547917,576650.9515836339,566083.0028526968,535439.1651130766,517228.268529935,438411.17365013843,435571.7022170829,411780.17587515805,430058.94096719223,434683.9643954333,364846.78449805174,373052.7434904362,350215.9904510217,320097.12162114517,320834.7973509059,306542.7915409273,283658.2376918172,276797.3934787287,266220.03655992885,270331.52320918307,249408.52756502642,259650.16229430708,251607.12101827067,241561.23622214617
767822.3964492606,766933.9963632313,761009.2500329206,747716.3327677026,745732.4834260175,743257.297122718,696377.9774914385,646600.1601913627,649596.6510207552,618385.1090640167,603660.7388651243,518400.71998020785,551445.9043295217,552861.1420493105,527855.1904564514,532038.421477187,528750.3448532191,500729.6209394222,475100.0122140775,490299.2187612785,523133.2190552095,456564.27023636264,433893.6436298054,389812.922833051,377960.66340644064,376552.4245234608,298996.8251541055,286273.4453901731,273493.03522405133,263208.20241851767,259951.10579396845,249995.00380486454,246438.25635177016,244827.44486425773,238449.283953598
767822.3964492606,737128.7353892869,737417.198174688,743722.6470262865,754948.6413050562,748853.3780937642,720809.8027486873,694519.8669486515,688350.3362008537,677944.1743654527,670804.0084372151,622853.0264386192,620900.5259165823,615579.3675084196,582396.4740634279,559381.8579408783,529201.1501956261,518994.2345579639,504731.9045859952,503924.5037796728,494517.4552801327,443055.56550586165,443710.0878057683,432910.7207885836,417347.34203997074,409222.85255834105,362877.42274357553,345725.35284369177,298398.6363560449,269997.28700207395,263549.673707038,229993.98512024537,223147.8441508812,220317.0492325652,213488.41531961178
767822.3964492606,693562.7987405929,694346.7900823533,619875.9824506292,609162.9530248638,642994.0949349025,571215.2981267661,555447.4234999308,555653.6216406884,535175.0988397908,559396.2180713015,524249.35242517636,523223.24802252435,504845.14260912413,475712.27137917164,461385.992344253,426760.9725095594,414601.77287305886,413198.74837433675,400005.081630558,393246.7345829801,362732.11194940994,333654.3783800187,301336.7131736233,266449.5113973259,256629.30032105345,201326.4272085484,190372.00964061625,183108.26779543434,194836.6585406309,195334.52536670282,160767.2909168298,142890.00098463087,144857.85012106932,136456.26721691195
767822.3964492606,738415.6744105245,727292.0187732093,732319.513617168,750436.6649002843,737787.9444067793,674197.0086777321,653356.7825372713,651001.7313371161,626747.7607097066,600766.3573662522,578816.6675508824,572342.4767905658,568669.128356972,553475.2916286631,517680.526432587,474322.35574447754,447688.152691928,429259.25521180755,436860.95507295075,438226.2141543995,402102.93468617625,378438.6569957399,359488.8751552002,350478.90690085274,344490.38929886516,289794.4830986062,287412.14826034266,267553.14440257405,250808.35405910702,235724.11528421502,199634.06638214755,185126.1990481831,183605.7118213396,169583.7519806261
767822.3964492606,766654.4853759848,752048.5321820334,713832.9522392511,695767.6769784114,667403.0376372151,614176.8666632113,602133.4240091906,622354.0258256218,599101.809273036,601263.5112826943,537668.3775938186,500393.594675251,486963.65995139576,459186.7321144245,425186.93406176614,467717.2810170104,428265.34575921344,409662.41764603055,402265.81502301554,416522.8733393808,363830.4117711367,402731.94148322917,395785.17933207465,340526.5849481825,331820.1131348331,301907.4017485262,320442.3695962015,309668.0249100819,291800.83814743673,277378.57842974603,244796.32892609743,236177.42304908365,238154.79175073456,239684.58362982288
767822.3964492606,764226.5695538241,760421.9776945526,746746.3638157035,744220.248155691,726448.465199495,679787.0580869131,663368.3715588608,669909.7856976582,650163.638518747,661315.9103887486,603124.1507625645,528971.9716750024,521657.7273201445,522559.91559549194,529767.6365410662,497947.1551217044,462000.36143266415,478460.3008378202,493643.04918113735,470839.60159862804,448914.40681468963,457538.03358999017,451858.33284535824,438544.68463575625,406669.75593855995,350828.3949234146,355521.9729306274,336869.1015269907,317198.80419669073,314201.8047055934,287524.1820378593,285012.89737828664,283976.26304043405,280181.2348885556
767822.3964492606,769044.2871344313,757907.0122620786,755799.1635329829,732824.5492893204,730898.7930848493,683530.7161399664,628403.4065949884,632113.7175066612,621753.30574515,629955.9212768505,525220.9471097084,463673.62216086796,435827.19336218,417408.6848049877,400731.4437811244,330771.16140249174,329934.50696858135,322310.89845400956,310474.05417593004,283666.98003803537,264899.52008677163,256721.78408037155,259787.50951886232,242258.93506336838,247615.52615806062,189712.9068001676,217649.57358961308,202422.04983109873,199589.96220927907,192834.7779285549,160803.93505242883,151136.886301169,140730.18826269283,133496.03191296206
767822.3964492606,766745.098383677,762672.8781229426,740563.7587422297,747204.8866744556,735776.6998176235,683673.7100749888,665351.34082157,640692.3307890277,602687.7143591865,601294.862323401,532609.1810683011,535163.6100359266,532873.3239126374,513240.8235204932,516525.31548124587,466233.53793139674,488458.0834234557,463191.3408083187,439392.72608632647,462091.6680489277,398035.1956644315,367355.24086711643,330908.12818512274,317935.7582442575,300572.6619229177,269886.2466894232,281887.5883478085,264611.8069012029,257052.84036311775,251465.8583201652,183283.19967807637,163401.52322983602,173645.30853568425,162860.80504753967
767822.3964492606,719365.2296165169,710227.808422996,675184.6076596007,691726.7150926167,714552.7664067552,675332.1874210709,663859.0775407879,667645.1744422264,634872.303581101,605344.3450276285,574021.8783394156,595553.5803354334,586409.9303463548,558952.082278166,560617.3413257956,519649.5076923082,506287.16641475214,502958.47438917594,453947.58168410364,446065.84129815234,396328.1395244196,389306.2873193014,399980.21544757864,369929.6603798782,377596.10621463053,377857.9847331098,387485.76683964947,349682.527402071,334960.54678785533,318891.16848289076,269643.99584575393,248658.71183481748,237843.6574710671,229057.40593049463
767822.3964492606,698755.6800340038,703283.4005887137,717970.8645524707,689595.9639523292,633322.132776833,611167.7515746803,598566.5434266102,621501.5441277575,640036.4153699154,641574.3705362338,489875.81717385334,457354.3439270087,444259.51482179924,415327.3232670764,392519.9299644186,366625.07046755415,354221.0608957912,326592.9069668339,302615.1448248496,313042.161077846,277993.4655171329,271317.7058148754,261741.66596823977,253940.71353861815,257213.7523027472,237992.91739837627,242071.11055603912,237210.58022886128,233415.34009078104,223729.77541023935,185841.78171244558,186879.52145228707,187214.13441532638,184384.13670390053
