x,y,z
1005.7027460258321,-996.6144097403105,0.5
901.7796975718303,-936.6488673568796,0.5
1005.7027460258321,-876.6144097403123,0.5
797.8566491178285,-756.6833246929547,0.5
901.7796975718303,-816.6488673569419,0.5
1005.7027460258321,-756.6144097403142,0.5
1109.625794479834,-816.5799518431611,0.5
1213.5488429346267,-756.545493665568,0.5
590.0105522098246,-636.7522385235179,0.5
693.9336006638265,-696.7177817485292,0.5
797.8566491178285,-636.6833246929976,0.5
901.7796975718303,-696.6488673569156,0.5
1005.7027460258321,-636.6144097403161,0.5
1109.625794479834,-696.57995184323,0.5
1213.5488429346267,-636.5454936655959,0.5
1317.4718913886286,-696.5110352074723,0.5
1421.3949398426305,-636.4765764688713,0.5
590.0105522098246,-516.752238523516,0.5
693.9336006638265,-576.7177817485313,0.5
797.8566491178285,-516.6833246929522,0.5
901.7796975718303,-576.6488673568897,0.5
1005.7027460258321,-516.6144097403181,0.5
1109.625794479834,-576.5799518432102,0.5
1213.5488429346267,-516.5454936656238,0.5
1317.4718913886286,-576.51103520747,0.5
1421.3949398426305,-516.4765764688799,0.5
382.1644553010298,-396.82115123189095,0.5
486.0875037550318,-456.78669501798015,0.5
590.0105522098246,-396.7522385235139,0.5
693.9336006638265,-456.7177817485333,0.5
797.8566491178285,-396.6833246929951,0.5
901.7796975718303,-456.6488673568636,0.5
1005.7027460258321,-396.61440974032,0.5
1109.625794479834,-456.5799518431906,0.5
1213.5488429346267,-396.5454936655633,0.5
1317.4718913886286,-456.51103520746767,0.5
1421.3949398426305,-396.47657646888837,0.5
1525.3179882966326,-456.4421174498266,0.5
1629.2410367506345,-396.4076581502824,0.5
382.1644553010298,-276.8211512318702,0.5
486.0875037550318,-336.7866950179805,0.5
590.0105522098246,-276.7522385235119,0.5
693.9336006638265,-336.71778174853534,0.5
797.8566491178285,-276.68332469294967,0.5
901.7796975718303,-336.6488673569259,0.5
1005.7027460258321,-276.61440974032206,0.5
1109.625794479834,-336.579951843171,0.5
1213.5488429346267,-276.5454936655912,0.5
1317.4718913886286,-336.51103520746545,0.5
1421.3949398426305,-276.47657646889695,0.5
1525.3179882966326,-336.44211744982863,0.5
1629.2410367506345,-276.40765815029096,0.5
1733.1640852046364,-336.3731985702801,0.5
278.24140684702803,-216.8556071652365,0.5
382.1644553010298,-156.82115123184934,0.5
486.0875037550318,-216.78669501798092,0.5
590.0105522098246,-156.75223852350985,0.5
693.9336006638265,-216.7177817485374,0.5
797.8566491178285,-156.6833246929926,0.5
901.7796975718303,-216.64886735689987,0.5
