x,y,z
1005.702746026087,-996.6279651797497,0.5
901.7796975719543,-936.6279651797497,0.5
1005.702746026087,-876.6279651797497,0.5
797.8566491178217,-756.6279651797497,0.5
901.7796975719543,-816.6279651797497,0.5
1005.702746026087,-756.6279651797497,0.5
1109.6257944802196,-816.6279651797497,0.5
1213.5488429343523,-756.6279651797497,0.5
590.0105522095565,-636.6279651797497,0.5
693.9336006636892,-696.6279651797497,0.5
797.8566491178217,-636.6279651797497,0.5
901.7796975719543,-696.6279651797497,0.5
1005.702746026087,-636.6279651797497,0.5
1109.6257944802196,-696.6279651797497,0.5
1213.5488429343523,-636.6279651797497,0.5
1317.471891388485,-696.6279651797497,0.5
1421.3949398426173,-636.6279651797497,0.5
590.0105522095565,-516.6279651797497,0.5
693.9336006636892,-576.6279651797497,0.5
797.8566491178217,-516.6279651797497,0.5
901.7796975719543,-576.6279651797497,0.5
1005.702746026087,-516.6279651797497,0.5
1109.6257944802196,-576.6279651797497,0.5
1213.5488429343523,-516.6279651797497,0.5
1317.471891388485,-576.6279651797497,0.5
1421.3949398426173,-516.6279651797497,0.5
382.16445530129135,-396.6279651797497,0.5
486.0875037554239,-456.6279651797497,0.5
590.0105522095565,-396.6279651797497,0.5
693.9336006636892,-456.6279651797497,0.5
797.8566491178217,-396.6279651797497,0.5
901.7796975719543,-456.6279651797497,0.5
1005.702746026087,-396.6279651797497,0.5
1109.6257944802196,-456.6279651797497,0.5
1213.5488429343523,-396.6279651797497,0.5
1317.471891388485,-456.6279651797497,0.5
1421.3949398426173,-396.6279651797497,0.5
1525.31798829675,-456.6279651797497,0.5
1629.2410367508826,-396.6279651797497,0.5
382.16445530129135,-276.6279651797497,0.5
486.0875037554239,-336.6279651797497,0.5
590.0105522095565,-276.6279651797497,0.5
693.9336006636892,-336.6279651797497,0.5
797.8566491178217,-276.6279651797497,0.5
901.7796975719543,-336.6279651797497,0.5
1005.702746026087,-276.6279651797497,0.5
1109.6257944802196,-336.6279651797497,0.5
1213.5488429343523,-276.6279651797497,0.5
1317.471891388485,-336.6279651797497,0.5
1421.3949398426173,-276.6279651797497,0.5
1525.31798829675,-336.6279651797497,0.5
1629.2410367508826,-276.6279651797497,0.5
1733.1640852050152,-336.6279651797497,0.5
278.2414068471587,-216.6279651797497,0.5
382.16445530129135,-156.6279651797497,0.5
486.0875037554239,-216.6279651797497,0.5
590.0105522095565,-156.6279651797497,0.5
693.9336006636892,-216.6279651797497,0.5
797.8566491178217,-156.6279651797497,0.5
901.7796975719543,-216.6279651797497,0.5
1005.702746026087,-156.6279651797497,0.5
1109.6257944802196,-216.6279651797497,0.5
1213.5488429343523,-156.6279651797497,0.5
1317.471891388485,-216.6279651797497,0.5
1421.3949398426173,-156.6279651797497,0.5
1525.31798829675,-216.6279651797497,0.5
1629.2410367508826,-156.6279651797497,0.5
1733.1640852050152,-216.6279651797497,0.5
1837.0871336591479,-156.6279651797497,0.5
278.2414068471587,-96.62796517974971,0.5
382.16445530129135,-36.627965179749694,0.5
486.0875037554239,-96.62796517974971,0.5
590.0105522095565,-36.627965179749694,0.5
693.9336006636892,-96.62796517974971,0.5
797.8566491178217,-36.627965179749694,0.5
901.7796975719543,-96.62796517974971,0.5
1005.702746026087,-36.627965179749694,0.5
1109.6257944802196,-96.62796517974971,0.5
1213.5488429343523,-36.627965179749694,0.5
1317.471891388485,-96.62796517974971,0.5
1421.3949398426173,-36.627965179749694,0.5
1525.31798829675,-96.62796517974971,0.5
1629.2410367508826,-36.627965179749694,0.5
1733.1640852050152,-96.62796517974971,0.5
1837.0871336591479,-36.627965179749694,0.5
