lat,lon,depth
63.44582857694189,10.403175595758624,0.5
63.44582857694189,10.403175595758624,5.5
63.44728294867683,10.399614940481921,0.5
63.44728294867683,10.399614940481921,5.5
63.44873732041177,10.396053923456671,0.5
63.44873732041177,10.396053923456671,5.5
63.45019169214671,10.392492544620858,0.5
63.45019169214671,10.392492544620858,5.5
63.45171464116069,10.392338164558407,0.5
63.45171464116069,10.392338164558407,5.5
63.45330616745371,10.395591325940295,0.5
63.45330616745371,10.395591325940295,5.5
63.453374744732756,10.398998900151295,0.5
63.453374744732756,10.398998900151295,5.5
63.45192037299781,10.402560344446943,0.5
63.45192037299781,10.402560344446943,5.5
63.450466001262875,10.4061214268793,0.5
63.450466001262875,10.4061214268793,5.5
63.44901162952794,10.409682147510393,0.5
63.44901162952794,10.409682147510393,5.5
63.447557257792994,10.413242506402241,0.5
63.447557257792994,10.413242506402241,5.5
63.448330347371886,10.417744959090008,0.5
63.448330347371886,10.417744959090008,5.5
63.44910343695078,10.42224765493328,0.5
63.44910343695078,10.42224765493328,5.5
63.45074031037904,10.419750570315355,0.5
63.45074031037904,10.419750570315355,5.5
63.452194682113976,10.41619014618816,0.5
63.452194682113976,10.41619014618816,5.5
63.45364905384891,10.412629360269019,0.5
63.45364905384891,10.412629360269019,5.5
63.45510342558386,10.409068212495894,0.5
63.45510342558386,10.409068212495894,5.5
63.456557797318794,10.405506702806743,0.5
63.456557797318794,10.405506702806743,5.5
63.458080746332776,10.405352980891104,0.5
63.458080746332776,10.405352980891104,5.5
63.459672272625795,10.408607589702743,0.5
63.459672272625795,10.408607589702743,5.5
63.45821790089086,10.412169329394526,0.5
63.45821790089086,10.412169329394526,5.5
63.45676352915592,10.41573070709969,0.5
63.45676352915592,10.41573070709969,5.5
63.45530915742098,10.419291722880306,0.5
63.45530915742098,10.419291722880306,5.5
63.45385478568604,10.422852376798419,0.5
63.45385478568604,10.422852376798419,5.5
63.452400413951096,10.42641266891607,0.5
