lat,lon
63.447221405624404,10.418239564214572
63.44724648254761,10.418169751899615
63.44729100577145,10.418011044103247
63.44732748420561,10.417840322635929
63.447367984205606,10.417619617733667
63.44739615335693,10.417437801806578
63.44741555477229,10.41724743663586
63.44742599214932,10.417050448484366
63.447427359883235,10.41684883064509
63.44741964413541,10.416644623265945
63.44740292297328,10.416439892699975
63.44737736558063,10.416236710590262
63.447343230545634,10.41603713290142
63.447300863244585,10.41584317911022
63.447250692347325,10.415656811766114
63.44719322548006,10.415479916628776
63.44712904408917,10.415314283583825
63.447058797558206,10.415161588529989
63.44698319663743,10.41502337642112
63.44690300625254,10.414901045634695
63.44681903776511,10.414795833824877
63.44673214076337,10.414708805403325
63.446643194466105,10.41464084077418
63.44655309882669,10.414592627432002
63.44639105295227,10.414524202610274
63.44620510596054,10.41437244172882
63.44603461201043,10.414075277083258
63.44566954959036,10.413049734282373
63.445612974803,10.412902613579535
63.445594271957304,10.412857548127699
63.44521960782373,10.41166816844541
63.44518450522406,10.411562638747373
63.44509742331465,10.411314475953064
63.44496735662595,10.410778033905128
63.44483474745732,10.410194702266582
63.44475059958748,10.409712426469131
63.44471345352021,10.409523830787938
63.44466893911746,10.409341376309465
63.44461747048896,10.409166760482824
63.44455952643832,10.409001607807761
63.44449564600896,10.40884745471929
63.444482799225646,10.408821153424391
63.44452742575247,10.408700007921027
63.4445716763385,10.408547589658527
63.444600512132055,10.408418836174084
63.4446996931606,10.40819798197263
63.444759702484056,10.408045993828019
63.44481087460504,10.407877183139167
63.44485259833707,10.40769356620914
63.44488437534274,10.407497336232982
63.445143375342745,10.405537685553417
63.445160822779805,10.405379454330747
63.445172021187076,10.405216253063577
63.44519402118706,10.40476413943698
63.44519557361892,10.404706745362297
63.451584,10.389053
63.461082,10.408455
63.452408,10.429695
63.448359183059445,10.421416916264736
63.44831150733506,10.421272785625298
63.448250115164974,10.421102893397476
63.44818242464221,10.420945210291809
63.448109116802655,10.420801322771583
63.44803092919815,10.420672678463747
63.44794864847592,10.42056057159544
63.44793059734327,10.420540643393336
63.447124193908344,10.41889189630085
63.447221405624404,10.418239564214572
